,0
971,Colombia sent search and rescue personnel.
972,"The United States dispatched vital supplies and deployed a 65-person urban search-and-rescue team with specialized equipment, said Samantha Power, the administrator of the United States Agency for International Development (USAID)."
973,"From the Vatican, Pope Francis urged the international community to show support swiftly."
974,"""May solidarity from everyone lighten the consequences of the tragedy,"" he told pilgrims and tourists at his Sunday blessing in St. Peter's Square."
975,"However, Haiti's government appealed to aid organizations against setting up makeshift camps and urged them to work through the planning ministry, an apparent attempt to avoid the mistakes made following the devastating 2010 earthquake that killed tens of thousands of people."
976,"Soldiers and members of a rescue and protection team clean debris from a house after a 7.2 magnitude earthquake in Les Cayes, Haiti August 15, 2021."
977,REUTERS/Ralph Tedy Erol NO RESALES.
978,NO ARCHIVES
979,"Many Haitians prepared on Sunday to spend a second night sleeping in the open, traumatized by memories of that magnitude 7 quake 11 years ago that struck far closer to the sprawling capital, Port-au-Prince."
980,"At Port-au-Prince airport, international aid workers, doctors and rescue workers boarded flights to Les Cayes."
981,A U.S. Coast Guard helicopter ferried the wounded.
982,"The rescue and aid efforts will be complicated by Tropical Depression Grace, which is expected to lash Haiti with heavy rainfall on Monday."
983,"Some 75 to 100 milliliters of rainfall was expected, which may trigger landslides and cause some rivers to flood, Haiti's Civil Protection Agency said."
984,"""We ask the population to remain vigilant,"" the agency added."
985,"Thousands of people sleeping in the streets would be exposed to the torrential rains amid a rising risk of water-borne diseases, said Chandler, the head of the agency."
986,The death toll is expected to rise as telephone network has been down in more remote areas.
987,"In difficult-to-reach villages many houses were fragile and built on slopes vulnerable to landslides, said Alix Percinthe, from the ActionAid charity."
988,He said one local leader had informed him there were 47 deaths in his area not yet reported to regional authorities.
989,HUMANITARIAN CORRIDOR
990,Footage of Saturday's aftermath posted on social media showed residents reaching into narrow openings in piles of fallen masonry to pull shocked and distraught people from the debris of walls and roofs that had crumbled around them.
991,Access to the worst-hit areas was complicated by a deterioration in law and order that has left key access roads in parts of Haiti in the hands of gangs.
992,"In a video posted on social media, one gang leader said the armed groups had declared a truce along the route to Les Cayes."
993,Chandler said boats and helicopters were being used to bring in aid but the government was working to establish safe access by road.
994,A first convoy of aid had made it through by land to the region of Les Cayes.
995,"The United Nations called for a ""humanitarian corridor"" to be established so that aid can pass through gang-held territories."
996,"Following Moise's assassination, which authorities have alleged was carried out by a group of largely Colombian mercenaries and Haitian accomplices, Prime Minister Henry said officials would aim to hold elections for a new president as soon as possible."
997,"However, reports this week suggested that the vote initially earmarked for September would not take place until November."
998,The chaos unleashed by Saturday's disaster is likely to make the task of holding prompt elections harder still.
999,Haiti has long been politically unstable and Haitians have also suffered from problems stemming from international aid efforts and peace-keeping deployments during the past decade.
1000,"A sexual misconduct scandal centering on Oxfam International blighted the record of charity workers in Haiti, while a cholera outbreak linked to U.N. peacekeepers led to thousands of deaths."
1001,Our Standards: The Thomson Reuters Trust Principles.
1002,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
1003,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
1004,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
1005,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
1006,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
1007,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
1008,"The industry leader for online information for tax, accounting and finance professionals."
1009,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
1010,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
1011,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
1012,All quotes delayed a minimum of 15 minutes.
1013,See here for a complete list of exchanges and delays.
1014,© 2021 Reuters.
1015,All rights reserved
1016,Discover Thomson Reuters
1017,By Reuters Staff
1018,1 Min Read
1019,"Aug 14 (Reuters) - Another earthquake of magnitude 5.9 struck the Haiti region late on Saturday, the European Mediterranean Seismological Centre (EMSC) said, hours after a major quake in the region killed over 300 people."
1020,"The latest quake was at a depth of 8km (4.97 miles), EMSC said."
1021,(Reporting by Bhargav Acharya in Bengaluru; Editing by Christopher Cushing)
1022,Our Standards: The Thomson Reuters Trust Principles.
1023,Trending Stories
1024,All quotes delayed a minimum of 15 minutes.
1025,See here for a complete list of exchanges and delays.
1026,U.S. job growth rose solidly in July amid demand for workers in the services industry
1027,"NAN KONSEY, Haiti, Aug 30 (Reuters) - In a tent encampment in the mountains of southern Haiti, where hundreds of villagers sought shelter after a powerful earthquake flattened their homes this month, single..."
1028,Read more on reuters.com
1029," CCTV footage captured the surprising moment a hawk attempted to steal a chicken from a farmyard, only to be driven away by the chicken’s farm animal …"
1030," Ten years ago, the poultry muscle disease known as white striping was almost nonexistent."
1031,"Now, the fat-boosting ailment shows up in 99% of U.S. …"
1032," Jack Dwyer pursued a dream of getting back to the land by moving in 1972 to an idyllic, tree-studded parcel in Oregon with a creek running through it."
1033," Architecture studio TYPE has converted the dilapidated Redhill Barn in Devon, England, into a house that retains its 200-year-old stone …"
1034,"A soldier cleans debris from a house after a 7.2 magnitude earthquake in Les Cayes, Haiti August 15, 2021."
1035,REUTERS/Ralph Tedy Erol
1036,"TOIRAC, Haiti, Aug 17 (Reuters) - When the ground began to tremble during a church funeral service in the small village of Toirac in southern Haiti, Kettney Francois was trampled in the frantic stampede to escape."
1037,"Fellow mourners pulled her out from the crush of people and carried her outside, but her teenage daughter and elderly mother were not so lucky."
1038,They were among the hundreds of people killed when a devastating earthquake struck Haiti early on Saturday.
1039,Both died when the entrance and part of the ceiling to the St Famille du Toirac church collapsed.
1040,Residents say an estimated 20 lives were lost in the building in the tight-knit rural community inland from the city of Les Cayes.
1041,"""I was crying out, where's my mother?"
1042,"Where's my daughter?,"" Francois said, sitting outside the church."
1043,"As she spoke, she suddenly jolted forward in terror."
1044,"""Since the earthquake, I keep thinking the ground is trembling, that it's happening again."""
1045,"Authorities have confirmed the deaths of at least 1,419 people, with another 6,900 injured, even as rescue workers continue to sift through rubble searching for bodies in and around Les Cayes, the area which bore the brunt of the quake."
1046,"The death toll is expected to rise as rescue workers penetrate remote areas like Toirac, which is nearly an hour's drive from the nearest hospital, and only accessible by rocky dirt roads now scarred by deep slashes rent by the earthquake."
1047,Hundreds of residents are now sleeping outdoors beneath tarps or the canopy of banana trees that help sustain many local livelihoods.
1048,"They worry about the incoming storm, Grace, but with their homes destroyed, they have few options."
1049,More than a dozen residents interviewed by Reuters said they were still waiting for government aid and did not know if the deaths in the village estimated by residents to be between 40 and 50 had been included in the national toll.
1050,"With so many dead, residents decided to bury victims of the church collapse in a mass grave in a nearby cemetery, said Prenor Lefleur, who helped move the bodies and dig the hole."
1051,"""We just took down the names of all the victims and asked their families to sign for permission to bury them,"" Lefleur said."
1052,"""We didn't know what else to do."""
1053,Our Standards: The Thomson Reuters Trust Principles.
1054,Subscribe for our daily curated newsletter to receive the latest exclusive Reuters coverage delivered to your inbox.
1055,"U.S. border agents are removing groups of mostly Haitian migrants from a large makeshift camp they had set up after wading across the Rio Grande separating Mexico and the United States, as the first repatriation flight arrived in Haiti on Sunday."
1056,"Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day."
1057,"Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers."
1058,"Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology."
1059,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.
1060,"The industry leader for online information for tax, accounting and finance professionals."
1061,"Information, analytics and exclusive news on financial markets - delivered in an intuitive desktop and mobile interface."
1062,"Access to real-time, reference, and non-real time data in the cloud to power your enterprise."
1063,Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.
1064,All quotes delayed a minimum of 15 minutes.
1065,See here for a complete list of exchanges and delays.
1066,© 2021 Reuters.
1067,All rights reserved
